index,comment,n_star,date_time,label,clean_comment,GENERAL,SCREEN,CAMERA,FEATURES,BATTERY,PERFORMANCE,STORAGE,DESIGN,PRICE,SER&ACC
52,mình mới mua hồi chiều .minh vo cài đặt tìm ram mà không thấy cho mình hỏi ram nó nằm ở đâu vậy,5,14/08/2020,{OTHERS};,mình mới mua hồi chiều minh vo cài đặt tìm ram mà không thấy cho mình hỏi ram nó nằm ở đâu vậy,none,none,none,none,none,none,none,none,none,none
53,"Mọi thứ xài thì khá ok, chỉ có pin tuột nhanh kinh khủng, không xài cũng tuột 100% chực được 5p là còn 95% ý là không chưa game đó",1,8/2/2020,{BATTERY#Negative};{GENERAL#Positive};,mọi thứ xài thì khá ok chỉ có pin tuột nhanh kinh khủng không xài cũng tuột 100 chực được 5p là còn 95 ý là không chưa game đó,positive,none,none,none,negative,none,none,none,none,none
54,Thấy mọi người đánh giá nhiều lỗi nhưng đó là do phần mềm lúc các bạn đó mua máy là phần mềm chưa cập nhật. Mình mua máy được một tháng và dùng rất ok không một lỗi nào vì Xiaomi đã update phần mềm fix lỗi hết rồi. Các bạn yên tâm mua nhé .,5,29/07/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,thấy mọi người đánh giá nhiều lỗi nhưng đó là do phần mềm lúc các bạn đó mua máy là phần mềm chưa cập nhật mình mua máy được một tháng và dùng rất ok không một lỗi nào vì xiaomi đã update phần mềm fix lỗi hết rồi các bạn yên tâm mua nhé,positive,none,none,none,none,positive,none,none,none,none
55,"Dùng tạm tạm , camera quá tệ , phần mềm thì cài các ứng dụng mặc định như vinid ,mua sắm...quá nhiều , mua điện thoại để dùng cá nhân chứ không phải mua điện thoại để Vinmart quảng cáo . Giá rẻ không đáng bỏ tiền mua",1,7/1/2020,{CAMERA#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};{SER&ACC#Negative};,dùng tạm tạm camera quá tệ phần mềm thì cài các ứng dụng mặc định như vinid mua sắm quá nhiều mua điện thoại để dùng cá nhân chứ không phải mua điện thoại để vinmart quảng cáo giá rẻ không đáng bỏ tiền mua,negative,none,negative,none,none,negative,none,none,neutral,negative
56,Máy mượt pin trâu nhưng Xạc pin mà nó cứ ấm ấm z có nguy hiểm không ad ngoài ra thì rất tốt,5,24/03/2020,{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,máy mượt pin trâu nhưng xạc pin mà nó cứ ấm ấm z có nguy hiểm không ad ngoài ra thì rất tốt,positive,none,none,none,neutral,positive,none,none,none,none
57,Cho e hỏi máy mua được một năm r nhưng dạo gần đây pin hay tụt nhanh lắm.giúp em cách khác phục với,5,20/07/2020,{BATTERY#Negative};{OTHERS};,cho e hỏi máy mua được một năm rồi nhưng dạo gần đây pin hay tụt nhanh lắm giúp em cách khác phục với,none,none,none,none,negative,none,none,none,none,none
58,Sản phẩm xài tốt 2 tháng rồi mà chưa thấy lỗi nào xài rất tốt chơi pubg và call ò duty mobile đều max seettings ko gật lag nào hết,5,21/10/2019,{PERFORMANCE#Positive};{GENERAL#Positive};,sản phẩm xài tốt 2 tháng rồi mà chưa thấy lỗi nào xài rất tốt chơi pubg và call ò duty mobile đều max seettings không gật lag nào hết,positive,none,none,none,none,positive,none,none,none,none
59,Mới mua đc 15 ngày. Xài tạm ổn nhưng pin tụt nhanh. Máy sạc bị nóng.mới mua mà chưa gì máy đã bị nóng. Còn lại ổn,3,6 ngày trước,{BATTERY#Negative};{GENERAL#Positive};{OTHERS};,mới mua được 15 ngày xài tạm ổn nhưng pin tụt nhanh máy sạc bị nóng mới mua mà chưa gì máy đã bị nóng còn lại ổn,positive,none,none,none,negative,none,none,none,none,none
60,"Pin sạc 3 tiếng từ 15%-100% (pin trâu)
Camera chụp hình khá đẹp trong điều kiện sáng tốt, có chế độ chụp cảnh buổi tối khá tốt
Cảm biến vân tay rất nhạy
Những thao tác xem phim, nghe nhạc, lướt web đều mượt
Quay phim chống rung tốt
Loa vừa đủ nghe, ấm
Màn hình hiển thì rất nét (mình k biết là do rổ hay gì)
(đây là những đánh giá sau 2 ngày mình sử dụng, đây là điện thoại tốt trong tầm giá trên 3 triệu, không nên đòi hỏi nhiều về game hay những thao tác nặng hơn)",5,18/03/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,pin sạc 3 tiếng từ 15 100 pin trâu camera chụp hình khá đẹp trong điều kiện sáng tốt có chế độ chụp cảnh buổi tối khá tốt cảm biến vân tay rất nhạy những thao tác xem phim nghe nhạc lướt web đều mượt quay phim chống rung tốt loa vừa đủ nghe ấm màn hình hiển thì rất nét mình không biết là do rổ hay gì đây là những đánh giá sau 2 ngày mình sử dụng đây là điện thoại tốt trong tầm giá trên 3 triệu không nên đòi hỏi nhiều về game hay những thao tác nặng hơn,positive,positive,positive,positive,positive,none,none,none,neutral,none
61,Good máy dùng mượt pin thì hơi kém tí nói chung ok nhân viên nhiệt tình thanks thế giới di động,5,2/11/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,tốt máy dùng mượt pin thì hơi kém tí nói chung ok nhân viên nhiệt tình cảm ơn thế giới di động,positive,none,none,none,negative,positive,none,none,none,positive
62,"Quá thất vọng, mời mua 2 ngày mà xài cảm giác quá tệ luôn, thua cả con J7pro mua năm 2017. Pin thì nhanh hết (chỉ vào Zalo, FB thôi) xài 1 buổi bình thường mà hết 50% pin. Còn bắt sóng Wifi, 3G kém, Chat Zalo có nhiều lúc không nhận được tin, hoặc lâu mới nhận được. Còn kiểu dáng, camera, tốc độ thì Ok. Đề nghị samsung xem lại!",2,3/1/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Negative};{OTHERS};,quá thất vọng mời mua 2 ngày mà xài cảm giác quá tệ luôn thua cả con j7pro mua năm 2017 pin thì nhanh hết chỉ vào zalo fb thôi xài 1 buổi bình thường mà hết 50 pin còn bắt sóng wifi 3g kém chat zalo có nhiều lúc không nhận được tin hoặc lâu mới nhận được còn kiểu dáng camera tốc độ thì ok đề nghị samsung xem lại,negative,none,positive,negative,negative,positive,none,positive,none,none
63,Sản phẩm rất tốt. Chơi game rất tốt . pin trâu . mỗi tội ứng dụng của máy dính quảng cáo quá nhiều . trong phần cài đặt cũng có quảng cáo của gg chèn vào .,5,28/02/2020,{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};,sản phẩm rất tốt chơi game rất tốt pin trâu mỗi tội ứng dụng của máy dính quảng cáo quá nhiều trong phần cài đặt cũng có quảng cáo của gg chèn vào,positive,none,none,none,positive,neutral,none,none,none,none
64,Sai lầm khi mua đt này ghê ă. Nghe nv tư vấn xoq mua lun về xem lại cấu hình mới thấy chán. Tầm giá này mà màn hình chỉ mức HD+ . sử sụng chip rất yếu chơi game thì giật liên tục.,2,29/03/2020,{SCREEN#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};,xài lầm khi mua điện thoại này ghê ă nghe nhân viên tư vấn xoq mua lun về xem lại cấu hình mới thấy chán tầm giá này mà màn hình chỉ mức hd sử sụng chip rất yếu chơi game thì giật liên tục,negative,negative,none,none,none,negative,none,none,neutral,none
65,"mình mới mua chiếc điện 3 GB chiếc màu tím . Với mức giá như thế này thì các bạn nên mua một chiếc cho bản thân . Chơi game mượt, loa tốt, wifi ổn, các tác vụ bình thường thì ok",5,27/06/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,mình mới mua chiếc điện 3 gb chiếc màu tím với mức giá như thế này thì các bạn nên mua một chiếc cho bản thân chơi game mượt loa tốt wifi ổn các tác vụ bình thường thì ok,positive,none,none,positive,none,positive,none,none,none,none
66,Thiết kế đẹp. So với giá thành thì chất lượng cực ổn. Mình đi du lịch cầm con này theo selfie rất ưng ý.,5,16/12/2019,{CAMERA#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,thiết kế đẹp so với giá thành thì chất lượng cực ổn mình đi du lịch cầm con này theo selfie rất ưng ý,positive,none,positive,none,none,none,none,positive,neutral,none
67,Sao mình sài đc 1 tháng thì bị hư lỗ cắm tai nghe và khi gọi cho người khác thì màn hình bị tắt,3,12/6/2020,{FEATURES#Neutral};{DESIGN#Negative};,sao mình xài được 1 tháng thì bị hư lỗ cắm tai nghe và khi gọi cho người khác thì màn hình bị tắt,none,none,none,neutral,none,none,none,negative,none,none
68,"Mua máy dc 1 tuần. Đối với 6 triệu thì máy quá ok.  Mọi thứ đều hoạt động mượt mà. Đặc biệt pin trâu. Xài 2 ngày mới cần sạc pin lại. Mình dùng toàn 3G, k dùng wifi, ít chơi game, chỉ Facebook, zalo, Youtube, thỉnh thoảng có xem phim mà đến tối muốn cho hết pin để sạc mà k hết dc. Xứng đáng số tiền bỏ ra.",5,9/4/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{OTHERS};,mua máy được 1 tuần đối với 6 triệu thì máy quá ok mọi thứ đều hoạt động mượt mà đặc biệt pin trâu xài 2 ngày mới cần sạc pin lại mình dùng toàn 3g không dùng wifi ít chơi game chỉ facebook zalo youtube thỉnh thoảng có xem phim mà đến tối muốn cho hết pin để sạc mà không hết được xứng đáng số tiền bỏ ra,positive,none,none,none,positive,positive,none,none,positive,none
69,"Điện thoại khi tin nhắn tới lâu lâu sẽ nghe nó bị rè rè , âm thâm tin nhắn như bị đè nén đi",4,22/06/2020,{FEATURES#Negative};,điện thoại khi tin nhắn tới lâu lâu sẽ nghe nó bị rè rè âm thâm tin nhắn như bị đè nén đi,none,none,none,negative,none,none,none,none,none,none
70,Ứng dụng văn phòng rất chán đặc biệt ng sử dunbj email làm việc như mình. Còn chơi game vs lướt web thì chấp nhận đc. Pin khoẻ,3,25/05/2020,{BATTERY#Positive};{PERFORMANCE#Negative};,ứng dụng văn phòng rất chán đặc biệt ng sử dunbj email làm việc như mình còn chơi game với lướt web thì chấp nhận được pin khoẻ,none,none,none,none,positive,negative,none,none,none,none
71,Khá ok ngon về mọi thứ màn mượt.pin khỏe . sạc maxx sướng.cảm giác phê lòi..... hơn hẳn SS về mọi mặt.hehe,5,2 tuần trước,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,khá ok ngon về mọi thứ màn mượt pin khỏe sạc maxx sướng cảm giác phê lòi hơn hẳn ss về mọi mặt tốt,positive,none,none,positive,positive,none,none,none,none,positive
72,"Hên ghê. Lúc mua em này được giảm 700k giá ưu đãi 2tr990. Mua 2 ốp lưng giá 90k+thêm khách hàng thân thiết giảm thêm 150k nữa nên tậu luôn cái tai phone. Nói gì nói chứ thấy máy chạy mượt mà sao nhiều bạn lại chê. Mình không chơi game nên như vậy là quá Ok rồi. Nhân viên nhiệt tình,vui vẻ.",5,17/08/2020,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,hên ghê lúc mua em này được giảm 700k giá ưu đãi 2tr990 mua 2 ốp lưng giá 90k thêm khách hàng thân thiết giảm thêm 150k nữa nên tậu luôn cái tai phone nói gì nói chứ thấy máy chạy mượt mà sao nhiều bạn lại chê mình không chơi game nên như vậy là quá ok rồi nhân viên nhiệt tình vui vẻ,positive,none,none,none,none,positive,none,none,positive,positive
73,Mới mua cách đay mấy ngày thật sự rất tệ. load hình quá chậm và nhảy màn hinh.loa nghe nhạc qua nhỏ,1,3/4/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,mới mua cách đay mấy ngày thật sự rất tệ load hình quá chậm và nhảy màn hinh loa nghe nhạc qua nhỏ,negative,none,none,negative,none,negative,none,none,none,none
74,Máy dùng tạm được. Đang dùng quen IP sáng máy này thì ko ưng về cảm ứng và chất lượng video. Xem nhiều gây nhức mắt. Được cái pin khoẻ. Dùng cả buổi sáng hết 8%.,3,10/12/2019,{SCREEN#Negative};{FEATURES#Negative};{BATTERY#Positive};{GENERAL#Neutral};,máy dùng tạm được đang dùng quen ip sáng máy này thì không ưng về cảm ứng và chất lượng video xem nhiều gây nhức mắt được cái pin khoẻ dùng cả buổi sáng hết 8,neutral,negative,none,negative,positive,none,none,none,none,none
75,"Đánh giá sau 1 năm sử dụng thì :
- chơi game cực đã vì pin trâu+sạc nhanh+hiệu năng tốt
- chụp ảnh ở mức bình thường đủ dùng để làm việc chứ k dùng vào việc sống ảo hay chụp chuyên nghiệp 
- được update phần mềm thường xuyên 
- nhược điểm lớn nhất của phần thiết kế là camera lồi quá nên bị xước
- màn hình siêu bền với gorillas 3
- điều ghét nhất ở máy này đó là wifi hay bị lag
Kết: đáng mua trong tầm giá này",4,20/06/2020,{SCREEN#Positive};{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Positive};,đánh giá sau 1 năm sử dụng thì chơi game cực đã vì pin trâu sạc nhanh hiệu năng tốt chụp ảnh ở mức bình thường đủ dùng để làm việc chứ không dùng vào việc sống ảo hay chụp chuyên nghiệp được update phần mềm thường xuyên nhược điểm lớn nhất của phần thiết kế là camera lồi quá nên bị xước màn hình siêu bền với gorillas 3 điều ghét nhất ở máy này đó là wifi hay bị lag kết đáng mua trong tầm giá này,positive,positive,neutral,negative,positive,positive,none,negative,neutral,none
76,Máy bỏ túi hay bị chụp màn hình loạn xì ngầu. Máy mới nhưng loa rất rè. Có ai bị giống mình không,3,6 ngày trước,{FEATURES#Negative};{OTHERS};,máy bỏ túi hay bị chụp màn hình loạn xì ngầu máy mới nhưng loa rất rè có ai bị giống mình không,none,none,none,negative,none,none,none,none,none,none
77,"đừng có mua nếu ai đó đang dự định mua. sản phẩm xài 1,2 tháng có dấu hiệu đơ máy, cảm ứng lâu lâu không nhạy. nói chung rất thất vọng khi mua. nói trước kẻo mốt ôm hận.",1,6 ngày trước,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,đừng có mua nếu ai đó đang dự định mua sản phẩm xài 1 2 tháng có dấu hiệu đơ máy cảm ứng lâu lâu không nhạy nói chung rất thất vọng khi mua nói trước kẻo mốt ôm hận,negative,none,none,negative,none,negative,none,none,none,none
78,"Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi vào phòng trong cách khoảng 5m mà bắt đc 3 vạch. Đã gửi đi hãng thẩm định. Pin qua đêm tắt hết ứng dụng,mạng mà sáng dậy tụt 12%.
Chơi liên quân đôi khi vẫn bị khựng lại chút.đc cái màn nét.",2,3/7/2020,{SCREEN#Positive};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};,sóng sánh kém lắm giữa đất thị trấn mà chỉ được 2 3 vạch wifi vào phòng trong cách khoảng 5m mà bắt được 3 vạch đã gửi đi hãng thẩm định pin qua đêm tắt hết ứng dụng mạng mà sáng dậy tụt 12 chơi liên quân đôi khi vẫn bị khựng lại chút được cái màn nét,none,positive,none,negative,negative,negative,none,none,none,none
